abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,Aura Pok¨¦mon,88,1059860,1.2,70,Lucario¥ë¥«¥ê¥ª,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,Hippo Pok¨¦mon,78,1250000,0.8,68,Hippopotas¥Ò¥Ý¥Ý¥¿¥¹,Hippopotas,50,449,38,42,32,ground,,49.5,4,0
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,Heavyweight Pok¨¦mon,118,1250000,2,108,Kabaldon¥«¥Ð¥ë¥É¥ó,Hippowdon,50,450,68,72,47,ground,,300,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,Scorpion Pok¨¦mon,90,1250000,0.8,40,Scorupi¥¹¥³¥ë¥Ô,Skorupi,50,451,30,55,65,poison,bug,12,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,Ogre Scorp Pok¨¦mon,110,1250000,1.3,70,Dorapion¥É¥é¥Ô¥ª¥ó,Drapion,50,452,60,75,95,poison,dark,61.5,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,Toxic Mouth Pok¨¦mon,40,1000000,0.7,48,Gureggru¥°¥ì¥Ã¥°¥ë,Croagunk,50,453,61,40,50,poison,fighting,23,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,Toxic Mouth Pok¨¦mon,65,1000000,1.3,83,Dokurog¥É¥¯¥í¥Ã¥°,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0
['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,Bug Catcher Pok¨¦mon,72,1250000,1.4,74,Muskippa¥Þ¥¹¥­¥Ã¥Ñ,Carnivine,50,455,90,72,46,grass,,27,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,Wing Fish Pok¨¦mon,56,600000,0.4,49,Keikouo¥±¥¤¥³¥¦¥ª,Finneon,50,456,49,61,66,water,,7,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,Neon Pok¨¦mon,76,600000,1.2,69,Neolant¥Í¥ª¥é¥ó¥È,Lumineon,50,457,69,86,91,water,,24,4,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,Kite Pok¨¦mon,50,1250000,1,45,Tamanta¥¿¥Þ¥ó¥¿,Mantyke,50,458,60,120,50,water,flying,65,4,0
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,Frosted Tree Pok¨¦mon,50,1250000,1,60,Yukikaburi¥æ¥­¥«¥Ö¥ê,Snover,50,459,62,60,40,grass,ice,50.5,4,0
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,Frosted Tree Pok¨¦mon,105,1250000,2.2,90,Yukinooh¥æ¥­¥Î¥ª©`,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0
"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,Sharp Claw Pok¨¦mon,65,1059860,1.1,70,Manyula¥Þ¥Ë¥å©`¥é,Weavile,50,461,45,85,125,dark,ice,34,4,0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area Pok¨¦mon,115,1000000,1.2,70,Jibacoil¥¸¥Ð¥³¥¤¥ë,Magnezone,,462,130,90,60,electric,steel,180,4,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,Licking Pok¨¦mon,95,1000000,1.7,110,Berobelt¥Ù¥í¥Ù¥ë¥È,Lickilicky,50,463,80,95,50,normal,,140,4,0
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,Drill Pok¨¦mon,130,1250000,2.4,115,Dosidon¥É¥µ¥¤¥É¥ó,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,Vine Pok¨¦mon,125,1000000,2,100,Mojumbo¥â¥¸¥ã¥ó¥Ü,Tangrowth,50,465,110,50,50,grass,,128.6,4,0
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt Pok¨¦mon,67,1000000,1.8,75,Elekible¥¨¥ì¥­¥Ö¥ë,Electivire,75.4,466,95,85,95,electric,,138.6,4,0
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast Pok¨¦mon,67,1000000,1.6,75,Booburn¥Ö©`¥Ð©`¥ó,Magmortar,75.4,467,125,95,83,fire,,68,4,0
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,Jubilee Pok¨¦mon,95,800000,1.5,85,Togekiss¥È¥²¥­¥Ã¥¹,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,Ogre Darner Pok¨¦mon,86,1000000,1.9,86,Megayanma¥á¥¬¥ä¥ó¥Þ,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant Pok¨¦mon,130,1000000,1,65,Leafia¥ê©`¥Õ¥£¥¢,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow Pok¨¦mon,110,1000000,0.8,65,Glacia¥°¥ì¥¤¥·¥¢,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,Fang Scorp Pok¨¦mon,125,1059860,2,75,Glion¥°¥é¥¤¥ª¥ó,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk Pok¨¦mon,80,1250000,2.5,110,Mammoo¥Þ¥ó¥à©`,Mamoswine,50,473,70,60,80,ice,ground,291,4,0
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual Pok¨¦mon,70,1000000,0.9,85,Porygon-z¥Ý¥ê¥´¥ó£Ú,Porygon-Z,,474,135,75,90,normal,,34,4,0
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,Blade Pok¨¦mon,95,1250000,1.6,68,Erureido¥¨¥ë¥ì¥¤¥É,Gallade,100,475,65,115,110,psychic,fighting,52,4,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,Compass Pok¨¦mon,145,1000000,1.4,60,Dainose¥À¥¤¥Î©`¥º,Probopass,50,476,75,150,40,rock,steel,340,4,0
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,Gripper Pok¨¦mon,135,800000,2.2,45,Yonoir¥è¥Î¥ï©`¥ë,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land Pok¨¦mon,70,1000000,1.3,70,Yukimenoko¥æ¥­¥á¥Î¥³,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0
['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,Plasma Pok¨¦mon,107,1000000,0.3,50,Rotom¥í¥È¥à,Rotom,,479,105,107,86,electric,ghost,0.3,4,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,Knowledge Pok¨¦mon,130,1250000,0.3,75,Yuxie¥æ¥¯¥·©`,Uxie,,480,75,130,95,psychic,,0.3,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,Emotion Pok¨¦mon,105,1250000,0.3,80,Emrit¥¨¥à¥ê¥Ã¥È,Mesprit,,481,105,105,80,psychic,,0.3,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,Willpower Pok¨¦mon,70,1250000,0.3,75,Agnome¥¢¥°¥Î¥à,Azelf,,482,125,70,115,psychic,,0.3,4,1
"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal Pok¨¦mon,120,1250000,5.4,100,Dialga¥Ç¥£¥¢¥ë¥¬,Dialga,,483,150,100,90,steel,dragon,683,4,1
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,Spatial Pok¨¦mon,100,1250000,4.2,90,Palkia¥Ñ¥ë¥­¥¢,Palkia,,484,150,120,100,water,dragon,336,4,1
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,Lava Dome Pok¨¦mon,106,1250000,1.7,91,Heatran¥Ò©`¥É¥é¥ó,Heatran,50,485,130,106,77,fire,steel,430,4,1
['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,Colossal Pok¨¦mon,110,1250000,3.7,110,Regigigas¥ì¥¸¥®¥¬¥¹,Regigigas,,486,80,110,100,normal,,420,4,1
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,Renegade Pok¨¦mon,100,1250000,4.5,150,Giratina (another Forme)¥®¥é¥Æ¥£¥Ê,Giratina,,487,120,100,90,ghost,dragon,750,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,Lunar Pok¨¦mon,120,1250000,1.5,120,Cresselia¥¯¥ì¥»¥ê¥¢,Cresselia,0,488,75,130,85,psychic,,85.6,4,1
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,Sea Drifter Pok¨¦mon,80,1250000,0.4,80,Phione¥Õ¥£¥ª¥Í,Phione,,489,80,80,80,water,,3.1,4,0
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,Seafaring Pok¨¦mon,100,1250000,0.3,100,Manaphy¥Þ¥Ê¥Õ¥£,Manaphy,,490,100,100,100,water,,1.4,4,1
['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,Pitch-Black Pok¨¦mon,90,1250000,1.5,70,Darkrai¥À©`¥¯¥é¥¤,Darkrai,,491,135,90,125,dark,,50.5,4,1
"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,Gratitude Pok¨¦mon,75,1059860,0.2,100,Shaymin (sky Forme)¥·¥§¥¤¥ß,Shaymin,,492,120,75,127,grass,grass,2.1,4,1
['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,Alpha Pok¨¦mon,120,1250000,3.2,120,Arceus¥¢¥ë¥»¥¦¥¹,Arceus,,493,120,120,120,normal,,320,4,1
['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,Victory Pok¨¦mon,100,1250000,0.4,100,Victini¥Ó¥¯¥Æ¥£¥Ë,Victini,,494,100,100,100,psychic,fire,4,5,1
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,Grass Snake Pok¨¦mon,55,1059860,0.6,45,Tsutarja¥Ä¥¿©`¥¸¥ã,Snivy,88.1,495,45,55,63,grass,,8.1,5,0
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,Grass Snake Pok¨¦mon,75,1059860,0.8,60,Janovy¥¸¥ã¥Î¥Ó©`,Servine,88.1,496,60,75,83,grass,,16,5,0
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,Regal Pok¨¦mon,95,1059860,3.3,75,Jalorda¥¸¥ã¥í©`¥À,Serperior,88.1,497,75,95,113,grass,,63,5,0
"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,Fire Pig Pok¨¦mon,45,1059860,0.5,65,Pokabu¥Ý¥«¥Ö,Tepig,88.1,498,45,45,45,fire,,9.9,5,0
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fire Pig Pok¨¦mon,55,1059860,1,90,Chaoboo¥Á¥ã¥ª¥Ö©`,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0
"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fire Pig Pok¨¦mon,65,1059860,1.6,110,Enbuoh¥¨¥ó¥Ö¥ª©`,Emboar,88.1,500,100,65,65,fire,fighting,150,5,0
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,Sea Otter Pok¨¦mon,45,1059860,0.5,55,Mijumaru¥ß¥¸¥å¥Þ¥ë,Oshawott,88.1,501,63,45,45,water,,5.9,5,0
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,Discipline Pok¨¦mon,60,1059860,0.8,75,Futachimaru¥Õ¥¿¥Á¥Þ¥ë,Dewott,88.1,502,83,60,60,water,,24.5,5,0
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,Formidable Pok¨¦mon,85,1059860,1.5,95,Daikenki¥À¥¤¥±¥ó¥­,Samurott,88.1,503,108,70,70,water,,94.6,5,0
"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,Scout Pok¨¦mon,39,1000000,0.5,45,Minezumi¥ß¥Í¥º¥ß,Patrat,50,504,35,39,42,normal,,11.6,5,0
"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,Lookout Pok¨¦mon,69,1000000,1.1,60,Miruhog¥ß¥ë¥Û¥Ã¥°,Watchog,50,505,60,69,77,normal,,27,5,0
"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,Puppy Pok¨¦mon,45,1059860,0.4,45,Yorterrie¥è©`¥Æ¥ê©`,Lillipup,50,506,25,45,55,normal,,4.1,5,0
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,Loyal Dog Pok¨¦mon,65,1059860,0.9,65,Herderrie¥Ï©`¥Ç¥ê¥¢,Herdier,50,507,35,65,60,normal,,14.7,5,0
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,Big-Hearted Pok¨¦mon,90,1059860,1.2,85,Mooland¥à©`¥é¥ó¥É,Stoutland,50,508,45,90,80,normal,,61,5,0
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,Devious Pok¨¦mon,37,1000000,0.4,41,Choroneko¥Á¥ç¥í¥Í¥³,Purrloin,50,509,50,37,66,dark,,10.1,5,0
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel Pok¨¦mon,50,1000000,1.1,64,Lepardas¥ì¥Ñ¥ë¥À¥¹,Liepard,50,510,88,50,106,dark,,37.5,5,0
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,Grass Monkey Pok¨¦mon,48,1000000,0.6,50,Yanappu¥ä¥Ê¥Ã¥×,Pansage,88.1,511,53,48,64,grass,,10.5,5,0
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,Thorn Monkey Pok¨¦mon,63,1000000,1.1,75,Yanakkie¥ä¥Ê¥Ã¥­©`,Simisage,88.1,512,98,63,101,grass,,30.5,5,0
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,High Temp Pok¨¦mon,48,1000000,0.6,50,Baoppu¥Ð¥ª¥Ã¥×,Pansear,88.1,513,53,48,64,fire,,11,5,0
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,Ember Pok¨¦mon,63,1000000,1,75,Baokkie¥Ð¥ª¥Ã¥­©`,Simisear,88.1,514,98,63,101,fire,,28,5,0
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,Spray Pok¨¦mon,48,1000000,0.6,50,Hiyappu¥Ò¥ä¥Ã¥×,Panpour,88.1,515,53,48,64,water,,13.5,5,0
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,Geyser Pok¨¦mon,63,1000000,1,75,Hiyakkie¥Ò¥ä¥Ã¥­©`,Simipour,88.1,516,98,63,101,water,,29,5,0
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater Pok¨¦mon,45,800000,0.6,76,Munna¥à¥ó¥Ê,Munna,50,517,67,55,24,psychic,,23.3,5,0
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing Pok¨¦mon,85,800000,1.1,116,Musharna¥à¥·¥ã©`¥Ê,Musharna,50,518,107,95,29,psychic,,60.5,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,Tiny Pigeon Pok¨¦mon,50,1059860,0.3,50,Mamepato¥Þ¥á¥Ñ¥È,Pidove,50,519,36,30,43,normal,flying,2.1,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,Wild Pigeon Pok¨¦mon,62,1059860,0.6,62,Hatoboh¥Ï¥È©`¥Ü©`,Tranquill,50,520,50,42,65,normal,flying,15,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,Proud Pok¨¦mon,80,1059860,1.2,80,Kenhallow¥±¥ó¥Û¥í¥¦,Unfezant,50,521,65,55,93,normal,flying,29,5,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,Electrified Pok¨¦mon,32,1000000,0.8,45,Shimama¥·¥Þ¥Þ,Blitzle,50,522,50,32,76,electric,,29.8,5,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,Thunderbolt Pok¨¦mon,63,1000000,1.6,75,Zebraika¥¼¥Ö¥é¥¤¥«,Zebstrika,50,523,80,63,116,electric,,79.5,5,0
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,Mantle Pok¨¦mon,85,1059860,0.4,55,Dangoro¥À¥ó¥´¥í,Roggenrola,50,524,25,25,15,rock,,18,5,0
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,Ore Pok¨¦mon,105,1059860,0.9,70,Gantle¥¬¥ó¥È¥ë,Boldore,50,525,50,40,20,rock,,102,5,0
"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed Pok¨¦mon,130,1059860,1.7,85,Gigaiath¥®¥¬¥¤¥¢¥¹,Gigalith,50,526,60,80,25,rock,,260,5,0
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,Bat Pok¨¦mon,43,1000000,0.4,65,Koromori¥³¥í¥â¥ê,Woobat,50,527,55,43,72,psychic,flying,2.1,5,0
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,Courting Pok¨¦mon,55,1000000,0.9,67,Kokoromori¥³¥³¥í¥â¥ê,Swoobat,50,528,77,55,114,psychic,flying,10.5,5,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,Mole Pok¨¦mon,40,1000000,0.3,60,Mogurew¥â¥°¥ê¥å©`,Drilbur,50,529,30,45,68,ground,,8.5,5,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene Pok¨¦mon,60,1000000,0.7,110,Doryuzu¥É¥ê¥å¥¦¥º,Excadrill,50,530,50,65,88,ground,steel,40.4,5,0
"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,Hearing Pok¨¦mon,126,800000,1.1,103,Tabunne¥¿¥Ö¥ó¥Í,Audino,50,531,80,126,50,normal,,31,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Muscular Pok¨¦mon,55,1059860,0.6,75,Dokkorer¥É¥Ã¥³¥é©`,Timburr,75.4,532,25,35,35,fighting,,12.5,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,Muscular Pok¨¦mon,85,1059860,1.2,85,Dotekkotsu¥É¥Æ¥Ã¥³¥Ä,Gurdurr,75.4,533,40,50,40,fighting,,40,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,Muscular Pok¨¦mon,95,1059860,1.4,105,Roubushin¥í©`¥Ö¥·¥ó,Conkeldurr,75.4,534,55,65,45,fighting,,87,5,0
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,Tadpole Pok¨¦mon,40,1059860,0.5,50,Otamaro¥ª¥¿¥Þ¥í,Tympole,50,535,50,40,64,water,,4.5,5,0
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration Pok¨¦mon,55,1059860,0.8,75,Gamagaru¥¬¥Þ¥¬¥ë,Palpitoad,50,536,65,55,69,water,ground,17,5,0
"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,Vibration Pok¨¦mon,75,1059860,1.5,105,Gamageroge¥¬¥Þ¥²¥í¥²,Seismitoad,50,537,85,75,74,water,ground,62,5,0
